sequence;Service_Level;Inquiry_type;piority;Time_opened;Time_closed;Duration
5130;Normal;Falla;media;2023-07-16 12:54:13.133599;2023-07-16 12:54:51.507172;0 days 00:00:38.373573
5131;Urgente;Falla;baja;2023-07-16 12:57:47.540510;2023-07-16 13:00:56.674324;0 days 00:03:09.133814
5132;Estandar;Informacion;alta;2023-07-16 12:59:34.932394;2023-07-16 13:02:40.193349;0 days 00:03:05.260955
5133;Normal;Queja;alta;2023-07-16 13:07:24.107887;2023-07-16 13:10:38.149703;0 days 00:03:14.041816
5134;Estandar;Queja;baja;2023-07-16 13:08:29.991183;2023-07-16 13:09:25.759482;0 days 00:00:55.768299
5135;Estandar;Queja;media;2023-07-16 13:09:41.144268;2023-07-16 13:10:08.225480;0 days 00:00:27.081212
5136;Normal;Informacion;baja;2023-07-16 13:13:04.626255;2023-07-16 13:17:07.820353;0 days 00:04:03.194098
5137;Normal;Facturacion;alta;2023-07-16 13:14:48.110522;2023-07-16 13:15:48.280332;0 days 00:01:00.169810
5138;Urgente;Queja;media;2023-07-16 13:19:58.999724;2023-07-16 13:24:32.914383;0 days 00:04:33.914659
5139;Normal;Informacion;alta;2023-07-16 13:29:24.841565;2023-07-16 13:35:12.461544;0 days 00:05:47.619979
5140;Urgente;Facturacion;media;2023-07-16 13:30:30.963518;2023-07-16 13:33:07.035972;0 days 00:02:36.072454
5141;Urgente;Facturacion;media;2023-07-16 13:33:34.295799;2023-07-16 13:36:57.083610;0 days 00:03:22.787811
5142;Urgente;Informacion;alta;2023-07-16 13:35:03.056069;2023-07-16 13:37:26.586924;0 days 00:02:23.530855
5143;Normal;Facturacion;alta;2023-07-16 13:39:40.234608;2023-07-16 13:42:18.400204;0 days 00:02:38.165596
5144;Normal;Facturacion;baja;2023-07-16 13:39:59.409132;2023-07-16 13:44:03.394415;0 days 00:04:03.985283
5145;Urgente;Queja;alta;2023-07-16 13:40:36.223072;2023-07-16 13:43:45.977035;0 days 00:03:09.753963
5146;Estandar;Queja;baja;2023-07-16 13:51:27.388430;2023-07-16 13:52:20.441947;0 days 00:00:53.053517
5147;Normal;Facturacion;media;2023-07-16 13:54:13.182501;2023-07-16 13:55:57.480232;0 days 00:01:44.297731
5148;Normal;Informacion;baja;2023-07-16 13:57:00.272706;2023-07-16 13:58:11.223539;0 days 00:01:10.950833
5149;Urgente;Falla;media;2023-07-16 14:01:13.022899;2023-07-16 14:02:15.615205;0 days 00:01:02.592306
5150;Estandar;Facturacion;alta;2023-07-16 14:06:15.409442;2023-07-16 14:11:48.851399;0 days 00:05:33.441957
5151;Urgente;Falla;media;2023-07-16 14:07:01.591464;2023-07-16 14:12:38.036555;0 days 00:05:36.445091
5152;Normal;Facturacion;baja;2023-07-16 14:26:42.194879;2023-07-16 14:29:37.066320;0 days 00:02:54.871441
5153;Normal;Informacion;baja;2023-07-16 14:31:45.009721;2023-07-16 14:36:00.345915;0 days 00:04:15.336194
5154;Normal;Facturacion;alta;2023-07-16 14:35:02.475318;2023-07-16 14:35:21.399963;0 days 00:00:18.924645
5155;Normal;Informacion;alta;2023-07-16 14:36:28.390419;2023-07-16 14:39:22.506405;0 days 00:02:54.115986
5156;Urgente;Facturacion;media;2023-07-16 14:37:45.832568;2023-07-16 14:40:42.745867;0 days 00:02:56.913299
5157;Urgente;Falla;baja;2023-07-16 14:40:56.649774;2023-07-16 14:46:41.542201;0 days 00:05:44.892427
5158;Urgente;Informacion;media;2023-07-16 14:44:53.010100;2023-07-16 14:48:56.013949;0 days 00:04:03.003849
5159;Urgente;Falla;media;2023-07-16 14:48:37.717007;2023-07-16 14:49:18.876113;0 days 00:00:41.159106
5160;Normal;Facturacion;baja;2023-07-16 14:57:26.826551;2023-07-16 14:58:57.999168;0 days 00:01:31.172617
5161;Estandar;Informacion;alta;2023-07-16 15:01:53.302605;2023-07-16 15:06:38.977824;0 days 00:04:45.675219
5162;Estandar;Facturacion;media;2023-07-16 15:07:01.958555;2023-07-16 15:12:08.490302;0 days 00:05:06.531747
5163;Estandar;Informacion;baja;2023-07-16 15:10:38.572302;2023-07-16 15:12:20.165800;0 days 00:01:41.593498
5164;Urgente;Queja;baja;2023-07-16 15:11:21.010829;2023-07-16 15:12:09.039733;0 days 00:00:48.028904
5165;Urgente;Informacion;baja;2023-07-16 15:18:42.090354;2023-07-16 15:24:11.165374;0 days 00:05:29.075020
5166;Normal;Informacion;alta;2023-07-16 15:30:35.436310;2023-07-16 15:31:57.354824;0 days 00:01:21.918514
5167;Normal;Falla;media;2023-07-16 15:30:39.540935;2023-07-16 15:35:08.169080;0 days 00:04:28.628145
5168;Estandar;Informacion;alta;2023-07-16 15:31:09.140629;2023-07-16 15:31:22.925422;0 days 00:00:13.784793
5169;Urgente;Queja;baja;2023-07-16 15:34:46.205563;2023-07-16 15:37:29.607604;0 days 00:02:43.402041
5170;Urgente;Facturacion;baja;2023-07-16 15:41:06.115325;2023-07-16 15:46:43.963198;0 days 00:05:37.847873
5171;Estandar;Facturacion;alta;2023-07-16 15:41:18.153946;2023-07-16 15:42:53.840600;0 days 00:01:35.686654
5172;Urgente;Facturacion;baja;2023-07-16 15:46:45.936809;2023-07-16 15:49:54.851112;0 days 00:03:08.914303
5173;Estandar;Falla;baja;2023-07-16 15:47:22.437667;2023-07-16 15:47:45.594769;0 days 00:00:23.157102
5174;Urgente;Falla;baja;2023-07-16 15:54:01.233349;2023-07-16 15:54:23.488204;0 days 00:00:22.254855
5175;Normal;Facturacion;alta;2023-07-16 15:57:51.909223;2023-07-16 15:58:37.291198;0 days 00:00:45.381975
5176;Normal;Informacion;baja;2023-07-16 15:59:37.857595;2023-07-16 16:05:34.215336;0 days 00:05:56.357741
5177;Normal;Falla;baja;2023-07-16 16:00:54.508061;2023-07-16 16:01:41.337427;0 days 00:00:46.829366
5178;Normal;Falla;alta;2023-07-16 16:01:38.968539;2023-07-16 16:05:35.066343;0 days 00:03:56.097804
5179;Normal;Falla;media;2023-07-16 16:09:01.963426;2023-07-16 16:10:42.260497;0 days 00:01:40.297071
5180;Normal;Falla;baja;2023-07-16 16:13:31.330637;2023-07-16 16:13:46.229718;0 days 00:00:14.899081
5181;Normal;Informacion;media;2023-07-16 16:20:03.125903;2023-07-16 16:21:18.264922;0 days 00:01:15.139019
5182;Normal;Queja;alta;2023-07-16 16:24:20.620069;2023-07-16 16:29:36.652911;0 days 00:05:16.032842
5183;Urgente;Falla;media;2023-07-16 16:25:13.021551;2023-07-16 16:25:45.538240;0 days 00:00:32.516689
5184;Estandar;Facturacion;alta;2023-07-16 16:35:23.139322;2023-07-16 16:41:13.803844;0 days 00:05:50.664522
5185;Urgente;Queja;baja;2023-07-16 16:36:13.876058;2023-07-16 16:37:21.207661;0 days 00:01:07.331603
5186;Estandar;Queja;media;2023-07-16 16:40:12.315022;2023-07-16 16:41:05.103001;0 days 00:00:52.787979
5187;Normal;Facturacion;media;2023-07-16 16:44:09.068289;2023-07-16 16:48:51.025107;0 days 00:04:41.956818
5188;Estandar;Falla;media;2023-07-16 16:44:16.419022;2023-07-16 16:47:19.664799;0 days 00:03:03.245777
5189;Normal;Informacion;baja;2023-07-16 16:47:45.122904;2023-07-16 16:50:10.129083;0 days 00:02:25.006179
5190;Urgente;Falla;baja;2023-07-16 16:51:28.639890;2023-07-16 16:57:24.992390;0 days 00:05:56.352500
5191;Normal;Falla;media;2023-07-16 16:52:33.133365;2023-07-16 16:57:35.530645;0 days 00:05:02.397280
5192;Urgente;Facturacion;baja;2023-07-16 16:59:32.685370;2023-07-16 17:03:00.444844;0 days 00:03:27.759474
5193;Estandar;Facturacion;alta;2023-07-16 17:02:49.806308;2023-07-16 17:04:55.453866;0 days 00:02:05.647558
5194;Estandar;Facturacion;alta;2023-07-16 17:25:46.407512;2023-07-16 17:29:33.702181;0 days 00:03:47.294669
5195;Estandar;Queja;alta;2023-07-16 17:27:35.303638;2023-07-16 17:29:03.433443;0 days 00:01:28.129805
5196;Normal;Facturacion;baja;2023-07-16 17:35:10.408035;2023-07-16 17:38:14.271314;0 days 00:03:03.863279
5197;Normal;Queja;media;2023-07-16 17:39:13.099364;2023-07-16 17:43:21.276405;0 days 00:04:08.177041
5198;Estandar;Queja;media;2023-07-16 17:43:37.895397;2023-07-16 17:44:21.151144;0 days 00:00:43.255747
5199;Urgente;Falla;baja;2023-07-16 17:52:48.467773;2023-07-16 17:57:49.692079;0 days 00:05:01.224306
5200;Estandar;Informacion;media;2023-07-16 17:53:26.934978;2023-07-16 17:56:35.156019;0 days 00:03:08.221041
5201;Urgente;Facturacion;baja;2023-07-16 17:55:15.612901;2023-07-16 17:56:00.639431;0 days 00:00:45.026530
5202;Urgente;Facturacion;alta;2023-07-16 18:06:52.021152;2023-07-16 18:09:18.670879;0 days 00:02:26.649727
5203;Estandar;Informacion;baja;2023-07-16 18:08:54.132033;2023-07-16 18:13:11.146094;0 days 00:04:17.014061
5204;Estandar;Falla;alta;2023-07-16 18:17:48.087913;2023-07-16 18:18:40.193988;0 days 00:00:52.106075
5205;Estandar;Facturacion;media;2023-07-16 18:21:49.331047;2023-07-16 18:24:16.590984;0 days 00:02:27.259937
5206;Normal;Informacion;media;2023-07-16 18:25:19.152277;2023-07-16 18:29:22.153526;0 days 00:04:03.001249
5207;Estandar;Informacion;alta;2023-07-16 18:25:42.213635;2023-07-16 18:28:48.528685;0 days 00:03:06.315050
5208;Estandar;Facturacion;media;2023-07-16 18:32:18.593335;2023-07-16 18:37:40.737143;0 days 00:05:22.143808
5209;Urgente;Queja;baja;2023-07-16 18:37:31.225168;2023-07-16 18:39:20.876180;0 days 00:01:49.651012
5210;Urgente;Informacion;media;2023-07-16 18:45:05.075717;2023-07-16 18:45:33.276757;0 days 00:00:28.201040
5211;Urgente;Informacion;alta;2023-07-16 18:47:07.451536;2023-07-16 18:50:35.021189;0 days 00:03:27.569653
5212;Urgente;Informacion;media;2023-07-16 18:52:12.890069;2023-07-16 18:53:51.008261;0 days 00:01:38.118192
5213;Normal;Facturacion;baja;2023-07-16 19:05:56.773990;2023-07-16 19:10:38.419430;0 days 00:04:41.645440
5214;Normal;Facturacion;media;2023-07-16 19:09:03.130992;2023-07-16 19:09:28.627415;0 days 00:00:25.496423
5215;Urgente;Falla;alta;2023-07-16 19:11:31.357094;2023-07-16 19:12:13.498919;0 days 00:00:42.141825
5216;Normal;Falla;alta;2023-07-16 19:11:42.269281;2023-07-16 19:17:12.040634;0 days 00:05:29.771353
5217;Urgente;Informacion;alta;2023-07-16 19:22:55.000053;2023-07-16 19:25:33.502190;0 days 00:02:38.502137
5218;Normal;Falla;baja;2023-07-16 19:28:05.930186;2023-07-16 19:28:06.603150;0 days 00:00:00.672964
5219;Estandar;Falla;alta;2023-07-16 19:28:18.039780;2023-07-16 19:29:01.806067;0 days 00:00:43.766287
5220;Normal;Informacion;alta;2023-07-16 19:30:13.612086;2023-07-16 19:31:11.456029;0 days 00:00:57.843943
5221;Urgente;Informacion;media;2023-07-16 19:31:30.090753;2023-07-16 19:31:55.495823;0 days 00:00:25.405070
5222;Urgente;Facturacion;baja;2023-07-16 19:33:04.696193;2023-07-16 19:35:58.824496;0 days 00:02:54.128303
5223;Urgente;Falla;media;2023-07-16 19:38:47.188695;2023-07-16 19:42:58.729874;0 days 00:04:11.541179
5224;Normal;Falla;baja;2023-07-16 19:47:24.693838;2023-07-16 19:52:15.135906;0 days 00:04:50.442068
5225;Urgente;Queja;baja;2023-07-16 19:52:51.162881;2023-07-16 19:58:34.329790;0 days 00:05:43.166909
5226;Estandar;Facturacion;baja;2023-07-16 19:56:52.451062;2023-07-16 20:02:30.551943;0 days 00:05:38.100881
5227;Normal;Queja;media;2023-07-16 20:05:07.427440;2023-07-16 20:05:33.933343;0 days 00:00:26.505903
5228;Normal;Queja;media;2023-07-16 20:08:22.153423;2023-07-16 20:12:31.850986;0 days 00:04:09.697563
5229;Estandar;Queja;alta;2023-07-16 20:10:46.893093;2023-07-16 20:14:38.355503;0 days 00:03:51.462410
5230;Estandar;Informacion;alta;2023-07-16 20:12:41.099222;2023-07-16 20:18:21.116359;0 days 00:05:40.017137
5231;Urgente;Falla;baja;2023-07-16 20:14:13.670527;2023-07-16 20:16:46.610625;0 days 00:02:32.940098
5232;Urgente;Facturacion;alta;2023-07-16 20:26:50.164977;2023-07-16 20:31:37.668441;0 days 00:04:47.503464
5233;Urgente;Falla;alta;2023-07-16 20:30:25.346487;2023-07-16 20:31:17.017026;0 days 00:00:51.670539
5234;Estandar;Facturacion;alta;2023-07-16 20:31:51.323646;2023-07-16 20:32:27.799716;0 days 00:00:36.476070
5235;Normal;Informacion;media;2023-07-16 20:33:43.534628;2023-07-16 20:38:44.700103;0 days 00:05:01.165475
5236;Estandar;Facturacion;baja;2023-07-16 20:37:55.917002;2023-07-16 20:40:55.117770;0 days 00:02:59.200768
5237;Urgente;Informacion;baja;2023-07-16 20:41:24.061389;2023-07-16 20:42:35.824707;0 days 00:01:11.763318
5238;Estandar;Facturacion;baja;2023-07-16 20:41:36.701911;2023-07-16 20:44:42.252017;0 days 00:03:05.550106
5239;Estandar;Facturacion;alta;2023-07-16 20:43:55.633795;2023-07-16 20:45:26.615610;0 days 00:01:30.981815
5240;Estandar;Queja;baja;2023-07-16 20:46:02.025975;2023-07-16 20:46:13.106469;0 days 00:00:11.080494
5241;Normal;Informacion;alta;2023-07-16 21:08:36.639594;2023-07-16 21:14:12.209861;0 days 00:05:35.570267
5242;Normal;Facturacion;baja;2023-07-16 21:12:52.896310;2023-07-16 21:16:51.345399;0 days 00:03:58.449089
5243;Normal;Facturacion;media;2023-07-16 21:18:55.781739;2023-07-16 21:20:34.080750;0 days 00:01:38.299011
5244;Estandar;Facturacion;media;2023-07-16 21:24:07.062128;2023-07-16 21:25:53.806575;0 days 00:01:46.744447
5245;Urgente;Queja;baja;2023-07-16 21:30:05.131449;2023-07-16 21:31:26.427137;0 days 00:01:21.295688
5246;Estandar;Facturacion;baja;2023-07-16 21:45:27.771952;2023-07-16 21:49:35.213525;0 days 00:04:07.441573
5247;Urgente;Facturacion;media;2023-07-16 21:46:10.915546;2023-07-16 21:51:07.924169;0 days 00:04:57.008623
5248;Urgente;Informacion;baja;2023-07-16 21:50:29.224055;2023-07-16 21:52:30.020449;0 days 00:02:00.796394
5249;Estandar;Falla;alta;2023-07-16 21:59:11.637145;2023-07-16 22:02:47.622314;0 days 00:03:35.985169
5250;Estandar;Informacion;alta;2023-07-16 22:03:27.429509;2023-07-16 22:05:11.285337;0 days 00:01:43.855828
5251;Estandar;Queja;baja;2023-07-16 22:03:31.769277;2023-07-16 22:05:13.492029;0 days 00:01:41.722752
5252;Normal;Queja;media;2023-07-16 22:05:43.661634;2023-07-16 22:05:55.112286;0 days 00:00:11.450652
5253;Urgente;Queja;baja;2023-07-16 22:08:47.787266;2023-07-16 22:11:15.756050;0 days 00:02:27.968784
5254;Normal;Falla;alta;2023-07-16 22:10:54.149610;2023-07-16 22:15:30.474292;0 days 00:04:36.324682
5255;Urgente;Queja;alta;2023-07-16 22:12:59.574700;2023-07-16 22:16:27.689595;0 days 00:03:28.114895
5256;Estandar;Facturacion;baja;2023-07-16 22:16:46.150940;2023-07-16 22:21:04.128511;0 days 00:04:17.977571
5257;Estandar;Queja;baja;2023-07-16 22:22:08.307380;2023-07-16 22:25:28.293653;0 days 00:03:19.986273
5258;Normal;Informacion;alta;2023-07-16 22:25:50.470491;2023-07-16 22:28:48.016845;0 days 00:02:57.546354
5259;Estandar;Facturacion;alta;2023-07-16 22:32:22.046696;2023-07-16 22:37:07.345628;0 days 00:04:45.298932
5260;Urgente;Informacion;alta;2023-07-16 22:32:36.652417;2023-07-16 22:38:04.276121;0 days 00:05:27.623704
5261;Normal;Informacion;alta;2023-07-16 22:35:05.503025;2023-07-16 22:35:44.306799;0 days 00:00:38.803774
5262;Urgente;Informacion;baja;2023-07-16 22:38:04.425842;2023-07-16 22:43:57.660513;0 days 00:05:53.234671
5263;Urgente;Falla;alta;2023-07-16 22:42:23.377705;2023-07-16 22:46:30.803047;0 days 00:04:07.425342
5264;Normal;Informacion;alta;2023-07-16 22:49:49.719138;2023-07-16 22:51:54.639023;0 days 00:02:04.919885
5265;Urgente;Falla;baja;2023-07-16 22:51:17.160345;2023-07-16 22:55:06.522267;0 days 00:03:49.361922
5266;Urgente;Informacion;baja;2023-07-16 22:56:13.627454;2023-07-16 22:59:15.818843;0 days 00:03:02.191389
5267;Estandar;Informacion;baja;2023-07-16 23:01:03.546340;2023-07-16 23:03:58.340956;0 days 00:02:54.794616
5268;Normal;Queja;baja;2023-07-16 23:01:08.876231;2023-07-16 23:05:12.068342;0 days 00:04:03.192111
5269;Normal;Facturacion;media;2023-07-16 23:02:42.858010;2023-07-16 23:03:57.978839;0 days 00:01:15.120829
5270;Estandar;Queja;baja;2023-07-16 23:20:33.509702;2023-07-16 23:20:43.502967;0 days 00:00:09.993265
5271;Urgente;Facturacion;alta;2023-07-16 23:23:08.696183;2023-07-16 23:25:02.028819;0 days 00:01:53.332636
5272;Estandar;Falla;media;2023-07-16 23:29:44.072523;2023-07-16 23:31:21.090059;0 days 00:01:37.017536
5273;Urgente;Queja;media;2023-07-16 23:31:40.667325;2023-07-16 23:33:27.721710;0 days 00:01:47.054385
5274;Normal;Falla;alta;2023-07-16 23:32:46.971878;2023-07-16 23:34:11.889291;0 days 00:01:24.917413
5275;Urgente;Facturacion;baja;2023-07-16 23:46:47.292604;2023-07-16 23:49:07.999209;0 days 00:02:20.706605
5276;Estandar;Falla;baja;2023-07-16 23:49:10.256469;2023-07-16 23:54:21.204052;0 days 00:05:10.947583
5277;Urgente;Facturacion;media;2023-07-16 23:53:16.323027;2023-07-16 23:56:37.168499;0 days 00:03:20.845472
5278;Urgente;Queja;alta;2023-07-16 23:55:08.837983;2023-07-16 23:57:25.127339;0 days 00:02:16.289356
5279;Estandar;Queja;media;2023-07-17 00:12:34.931387;2023-07-17 00:15:42.681409;0 days 00:03:07.750022
5280;Estandar;Falla;baja;2023-07-17 00:15:51.367892;2023-07-17 00:16:39.646508;0 days 00:00:48.278616
5281;Estandar;Informacion;media;2023-07-17 00:15:54.280682;2023-07-17 00:19:53.300608;0 days 00:03:59.019926
5282;Urgente;Informacion;media;2023-07-17 00:26:50.661191;2023-07-17 00:31:57.476385;0 days 00:05:06.815194
5283;Estandar;Falla;baja;2023-07-17 00:29:11.094047;2023-07-17 00:31:03.590855;0 days 00:01:52.496808
5284;Normal;Queja;alta;2023-07-17 00:29:12.150460;2023-07-17 00:29:48.402718;0 days 00:00:36.252258
5285;Urgente;Informacion;alta;2023-07-17 00:32:41.437396;2023-07-17 00:37:23.421008;0 days 00:04:41.983612
5286;Estandar;Queja;alta;2023-07-17 00:33:37.885139;2023-07-17 00:35:41.192420;0 days 00:02:03.307281
5287;Normal;Queja;alta;2023-07-17 00:44:32.599604;2023-07-17 00:50:17.861844;0 days 00:05:45.262240
5288;Urgente;Facturacion;alta;2023-07-17 00:45:33.603429;2023-07-17 00:46:28.914952;0 days 00:00:55.311523
5289;Estandar;Falla;media;2023-07-17 00:48:44.194371;2023-07-17 00:53:09.158797;0 days 00:04:24.964426
5290;Estandar;Facturacion;alta;2023-07-17 00:54:56.301408;2023-07-17 00:56:43.006426;0 days 00:01:46.705018
5291;Normal;Queja;alta;2023-07-17 00:57:36.228682;2023-07-17 01:00:58.193885;0 days 00:03:21.965203
5292;Urgente;Facturacion;alta;2023-07-17 01:02:47.581123;2023-07-17 01:04:33.040284;0 days 00:01:45.459161
5293;Urgente;Queja;media;2023-07-17 01:04:34.378798;2023-07-17 01:05:02.870061;0 days 00:00:28.491263
5294;Estandar;Falla;baja;2023-07-17 01:05:40.965478;2023-07-17 01:07:46.212600;0 days 00:02:05.247122
5295;Normal;Facturacion;baja;2023-07-17 01:06:45.889692;2023-07-17 01:09:47.161437;0 days 00:03:01.271745
5296;Urgente;Queja;alta;2023-07-17 01:10:16.102100;2023-07-17 01:16:12.853955;0 days 00:05:56.751855
5297;Normal;Informacion;media;2023-07-17 01:17:37.479229;2023-07-17 01:17:44.058414;0 days 00:00:06.579185
5298;Estandar;Falla;alta;2023-07-17 01:22:20.361283;2023-07-17 01:27:20.932715;0 days 00:05:00.571432
5299;Urgente;Facturacion;media;2023-07-17 01:29:10.391087;2023-07-17 01:31:23.154349;0 days 00:02:12.763262
5300;Normal;Facturacion;alta;2023-07-17 01:31:23.807086;2023-07-17 01:32:18.970595;0 days 00:00:55.163509
5301;Normal;Falla;baja;2023-07-17 01:33:35.262375;2023-07-17 01:37:49.273544;0 days 00:04:14.011169
5302;Estandar;Facturacion;alta;2023-07-17 01:34:23.600682;2023-07-17 01:39:36.533731;0 days 00:05:12.933049
5303;Estandar;Queja;baja;2023-07-17 01:34:26.336409;2023-07-17 01:39:44.662070;0 days 00:05:18.325661
5304;Estandar;Queja;alta;2023-07-17 01:40:43.959763;2023-07-17 01:46:23.758830;0 days 00:05:39.799067
5305;Urgente;Queja;baja;2023-07-17 01:41:51.514306;2023-07-17 01:44:32.112500;0 days 00:02:40.598194
5306;Normal;Facturacion;media;2023-07-17 01:46:24.906917;2023-07-17 01:51:18.741498;0 days 00:04:53.834581
5307;Urgente;Falla;baja;2023-07-17 01:46:31.177946;2023-07-17 01:51:25.722620;0 days 00:04:54.544674
5308;Normal;Queja;baja;2023-07-17 01:56:16.698853;2023-07-17 01:59:46.234541;0 days 00:03:29.535688
5309;Estandar;Falla;alta;2023-07-17 02:04:14.171409;2023-07-17 02:08:59.863047;0 days 00:04:45.691638
5310;Normal;Falla;baja;2023-07-17 02:08:19.397549;2023-07-17 02:10:10.216335;0 days 00:01:50.818786
5311;Estandar;Falla;baja;2023-07-17 02:09:26.907142;2023-07-17 02:13:22.302977;0 days 00:03:55.395835
5312;Estandar;Facturacion;media;2023-07-17 02:11:16.285493;2023-07-17 02:13:08.730105;0 days 00:01:52.444612
5313;Estandar;Queja;alta;2023-07-17 02:11:40.292735;2023-07-17 02:16:56.940626;0 days 00:05:16.647891
5314;Normal;Falla;alta;2023-07-17 02:18:20.725238;2023-07-17 02:22:27.618794;0 days 00:04:06.893556
5315;Estandar;Queja;media;2023-07-17 02:22:01.380200;2023-07-17 02:22:43.579612;0 days 00:00:42.199412
5316;Estandar;Informacion;alta;2023-07-17 02:30:09.149039;2023-07-17 02:30:51.631161;0 days 00:00:42.482122
5317;Normal;Informacion;alta;2023-07-17 02:32:37.364283;2023-07-17 02:33:47.874965;0 days 00:01:10.510682
5318;Normal;Queja;alta;2023-07-17 02:41:36.367621;2023-07-17 02:46:04.223130;0 days 00:04:27.855509
5319;Normal;Informacion;media;2023-07-17 02:49:17.889033;2023-07-17 02:52:20.437761;0 days 00:03:02.548728
5320;Estandar;Facturacion;media;2023-07-17 02:52:04.874044;2023-07-17 02:55:43.051306;0 days 00:03:38.177262
5321;Normal;Falla;alta;2023-07-17 02:53:19.765166;2023-07-17 02:57:56.113580;0 days 00:04:36.348414
5322;Urgente;Facturacion;media;2023-07-17 02:54:46.855072;2023-07-17 02:55:41.479014;0 days 00:00:54.623942
5323;Normal;Queja;alta;2023-07-17 02:59:29.292146;2023-07-17 03:00:04.877977;0 days 00:00:35.585831
5324;Estandar;Falla;media;2023-07-17 03:00:50.352887;2023-07-17 03:03:15.176666;0 days 00:02:24.823779
5325;Urgente;Queja;alta;2023-07-17 03:02:48.004582;2023-07-17 03:07:44.969161;0 days 00:04:56.964579
5326;Normal;Falla;media;2023-07-17 03:05:38.713756;2023-07-17 03:07:56.883968;0 days 00:02:18.170212
5327;Normal;Queja;alta;2023-07-17 03:07:40.382938;2023-07-17 03:07:58.886820;0 days 00:00:18.503882
5328;Normal;Queja;alta;2023-07-17 03:17:54.902913;2023-07-17 03:19:02.930520;0 days 00:01:08.027607
5329;Urgente;Falla;media;2023-07-17 03:19:51.365222;2023-07-17 03:22:22.865175;0 days 00:02:31.499953
5330;Urgente;Facturacion;alta;2023-07-17 03:25:47.256746;2023-07-17 03:26:19.591564;0 days 00:00:32.334818
5331;Estandar;Informacion;baja;2023-07-17 03:26:09.866986;2023-07-17 03:27:28.574679;0 days 00:01:18.707693
5332;Normal;Falla;alta;2023-07-17 03:30:10.715010;2023-07-17 03:31:46.574204;0 days 00:01:35.859194
5333;Urgente;Facturacion;baja;2023-07-17 03:31:56.649857;2023-07-17 03:37:12.676293;0 days 00:05:16.026436
5334;Estandar;Queja;media;2023-07-17 03:33:34.604900;2023-07-17 03:39:10.698802;0 days 00:05:36.093902
5335;Estandar;Facturacion;baja;2023-07-17 03:36:08.241552;2023-07-17 03:39:15.305090;0 days 00:03:07.063538
5336;Estandar;Queja;alta;2023-07-17 03:44:47.304645;2023-07-17 03:45:42.322157;0 days 00:00:55.017512
5337;Estandar;Falla;media;2023-07-17 03:45:09.786027;2023-07-17 03:46:31.838928;0 days 00:01:22.052901
5338;Urgente;Informacion;media;2023-07-17 03:48:53.230404;2023-07-17 03:53:11.613824;0 days 00:04:18.383420
5339;Normal;Queja;baja;2023-07-17 03:50:32.535505;2023-07-17 03:55:59.387618;0 days 00:05:26.852113
5340;Estandar;Falla;alta;2023-07-17 03:50:39.119952;2023-07-17 03:54:02.050123;0 days 00:03:22.930171
5341;Estandar;Falla;media;2023-07-17 04:04:27.287566;2023-07-17 04:04:45.285268;0 days 00:00:17.997702
5342;Normal;Falla;baja;2023-07-17 04:05:09.351756;2023-07-17 04:10:18.375641;0 days 00:05:09.023885
5343;Estandar;Falla;baja;2023-07-17 04:11:36.818972;2023-07-17 04:16:08.029660;0 days 00:04:31.210688
5344;Urgente;Informacion;baja;2023-07-17 04:13:02.736913;2023-07-17 04:13:03.514550;0 days 00:00:00.777637
5345;Normal;Falla;media;2023-07-17 04:17:41.099858;2023-07-17 04:18:41.783305;0 days 00:01:00.683447
5346;Urgente;Queja;baja;2023-07-17 04:20:06.646290;2023-07-17 04:25:01.347669;0 days 00:04:54.701379
5347;Urgente;Informacion;baja;2023-07-17 04:20:58.856472;2023-07-17 04:22:08.096125;0 days 00:01:09.239653
5348;Urgente;Queja;baja;2023-07-17 04:26:33.306446;2023-07-17 04:27:34.352530;0 days 00:01:01.046084
5349;Normal;Queja;media;2023-07-17 04:32:46.891615;2023-07-17 04:33:23.375862;0 days 00:00:36.484247
5350;Urgente;Facturacion;media;2023-07-17 04:37:49.550686;2023-07-17 04:40:10.454358;0 days 00:02:20.903672
5351;Normal;Falla;alta;2023-07-17 04:41:14.410431;2023-07-17 04:46:18.147849;0 days 00:05:03.737418
5352;Normal;Informacion;alta;2023-07-17 04:44:15.265466;2023-07-17 04:46:16.750160;0 days 00:02:01.484694
5353;Normal;Informacion;media;2023-07-17 04:48:36.252384;2023-07-17 04:50:30.036788;0 days 00:01:53.784404
5354;Urgente;Informacion;baja;2023-07-17 04:52:02.147485;2023-07-17 04:57:50.569095;0 days 00:05:48.421610
5355;Estandar;Facturacion;baja;2023-07-17 04:52:38.481685;2023-07-17 04:54:29.684822;0 days 00:01:51.203137
5356;Urgente;Falla;alta;2023-07-17 05:09:45.344154;2023-07-17 05:13:11.748010;0 days 00:03:26.403856
5357;Estandar;Falla;alta;2023-07-17 05:13:41.343069;2023-07-17 05:14:50.862955;0 days 00:01:09.519886
5358;Estandar;Queja;alta;2023-07-17 05:13:51.846096;2023-07-17 05:18:49.134759;0 days 00:04:57.288663
5359;Normal;Falla;media;2023-07-17 05:15:47.298692;2023-07-17 05:20:47.990706;0 days 00:05:00.692014
5360;Normal;Falla;baja;2023-07-17 05:33:24.769577;2023-07-17 05:39:16.955997;0 days 00:05:52.186420
5361;Estandar;Queja;alta;2023-07-17 05:34:15.826710;2023-07-17 05:36:23.097080;0 days 00:02:07.270370
