Sequence;Service_Level;Inquiry_type;piority;Time_opened;Time_closed;Duration
4941;Urgente;Queja;alta;2023-07-16 00:40:09.016248;2023-07-16 00:41:32.165840;83.149592
4942;Urgente;Facturacion;baja;2023-07-16 00:42:20.583618;2023-07-16 00:45:08.824505;168.240887
4943;Estandar;Informacion;baja;2023-07-16 00:46:14.271273;2023-07-16 00:48:59.280063;165.00879
4944;Estandar;Falla;media;2023-07-16 00:48:18.160122;2023-07-16 00:53:24.667948;306.507826
4945;Estandar;Falla;baja;2023-07-16 00:58:00.746061;2023-07-16 00:58:16.547427;15.801366
4946;Estandar;Queja;media;2023-07-16 00:59:57.094669;2023-07-16 01:02:50.571738;173.477069
4947;Urgente;Falla;media;2023-07-16 01:02:14.416591;2023-07-16 01:09:15.660262;421.243671
4948;Urgente;Queja;media;2023-07-16 01:04:40.471629;2023-07-16 01:07:38.824907;178.353278
4949;Normal;Queja;media;2023-07-16 01:18:37.740310;2023-07-16 01:20:50.233213;132.492903
4950;Estandar;Informacion;baja;2023-07-16 01:21:46.721215;2023-07-16 01:25:36.975520;230.254305
4951;Normal;Informacion;media;2023-07-16 01:29:11.396548;2023-07-16 01:40:59.679401;708.282853
4952;Normal;Falla;alta;2023-07-16 01:29:29.606173;2023-07-16 01:32:49.659041;200.052868
4953;Urgente;Falla;media;2023-07-16 01:31:56.024276;2023-07-16 01:33:34.946618;98.922342
4954;Urgente;Facturacion;media;2023-07-16 01:36:40.827800;2023-07-16 01:47:27.788897;646.961097
4955;Estandar;Falla;media;2023-07-16 01:37:55.905505;2023-07-16 01:47:10.101353;554.195848
4956;Normal;Falla;alta;2023-07-16 01:38:30.095064;2023-07-16 01:41:57.606099;207.511035
4957;Estandar;Queja;baja;2023-07-16 01:43:46.553481;2023-07-16 01:48:34.086682;287.533201
4958;Normal;Queja;baja;2023-07-16 01:45:29.126354;2023-07-16 01:47:22.724514;113.59816
4959;Estandar;Facturacion;media;2023-07-16 01:47:07.829893;2023-07-16 01:47:49.377182;41.547289
4960;Urgente;Facturacion;alta;2023-07-16 01:57:33.632811;2023-07-16 02:03:44.327193;370.694382
4961;Normal;Facturacion;baja;2023-07-16 02:04:13.238092;2023-07-16 02:07:59.134871;225.896779
4962;Normal;Facturacion;alta;2023-07-16 02:04:45.843188;2023-07-16 02:07:39.878527;174.035339
4963;Normal;Informacion;alta;2023-07-16 02:06:44.764920;2023-07-16 02:11:20.027395;275.262475
4964;Urgente;Queja;baja;2023-07-16 02:10:52.414225;2023-07-16 02:12:09.967514;77.553289
4965;Estandar;Facturacion;baja;2023-07-16 02:12:33.457337;2023-07-16 02:21:42.307850;548.850513
4966;Urgente;Informacion;baja;2023-07-16 02:17:59.036125;2023-07-16 02:19:00.665765;61.62964
4967;Normal;Informacion;baja;2023-07-16 02:18:10.065359;2023-07-16 02:20:16.912367;126.847008
4968;Normal;Falla;media;2023-07-16 02:22:59.600043;2023-07-16 02:27:51.608343;292.0083
4969;Normal;Facturacion;alta;2023-07-16 02:27:03.450125;2023-07-16 02:38:34.642834;691.192709
4970;Urgente;Facturacion;media;2023-07-16 02:33:27.175436;2023-07-16 02:35:07.967755;100.792319
4971;Urgente;Facturacion;media;2023-07-16 02:33:43.752076;2023-07-16 02:38:46.559166;302.80709
4972;Normal;Facturacion;alta;2023-07-16 02:36:27.008582;2023-07-16 02:41:30.391982;303.3834
4973;Urgente;Informacion;alta;2023-07-16 02:38:52.270307;2023-07-16 02:43:41.298146;289.027839
4974;Urgente;Informacion;alta;2023-07-16 02:39:16.796521;2023-07-16 02:39:31.129279;14.332758
4975;Normal;Facturacion;alta;2023-07-16 02:41:43.658411;2023-07-16 02:54:52.211798;788.553387
4976;Urgente;Falla;alta;2023-07-16 02:48:21.537974;2023-07-16 02:51:04.301399;162.763425
4977;Normal;Falla;baja;2023-07-16 02:48:24.145812;2023-07-16 02:55:09.553503;405.407691
4978;Estandar;Informacion;baja;2023-07-16 02:51:00.788879;2023-07-16 02:59:15.237657;494.448778
4979;Estandar;Falla;baja;2023-07-16 02:52:01.151379;2023-07-16 02:59:52.907831;471.756452
4980;Urgente;Falla;baja;2023-07-16 02:54:45.114656;2023-07-16 03:04:30.765657;585.651001
4981;Estandar;Informacion;baja;2023-07-16 03:02:17.892930;2023-07-16 03:05:26.193945;188.301015
4982;Estandar;Queja;baja;2023-07-16 03:08:53.502217;2023-07-16 03:16:20.219714;446.717497
4983;Urgente;Queja;alta;2023-07-16 03:19:22.365378;2023-07-16 03:21:37.356171;134.990793
4984;Estandar;Queja;media;2023-07-16 03:30:40.669321;2023-07-16 03:34:42.499900;241.830579
4985;Estandar;Falla;baja;2023-07-16 03:33:44.601152;2023-07-16 03:37:27.132990;222.531838
4986;Estandar;Queja;alta;2023-07-16 03:37:10.213398;2023-07-16 03:40:27.305421;197.092023
4987;Normal;Facturacion;alta;2023-07-16 03:37:14.575435;2023-07-16 03:42:44.595157;330.019722
4988;Estandar;Queja;media;2023-07-16 03:38:45.328595;2023-07-16 03:40:42.676166;117.347571
4989;Normal;Informacion;media;2023-07-16 03:40:51.395413;2023-07-16 03:44:34.601107;223.205694
4990;Normal;Facturacion;media;2023-07-16 03:42:49.325084;2023-07-16 03:46:34.541741;225.216657
4991;Estandar;Queja;baja;2023-07-16 03:44:15.664927;2023-07-16 03:46:52.506286;156.841359
4992;Estandar;Informacion;alta;2023-07-16 03:55:04.774213;2023-07-16 03:58:21.061396;196.287183
4993;Urgente;Facturacion;media;2023-07-16 04:01:40.689183;2023-07-16 04:05:31.181477;230.492294
4994;Urgente;Facturacion;baja;2023-07-16 04:11:56.381064;2023-07-16 04:22:10.655300;614.274236
4995;Estandar;Informacion;media;2023-07-16 04:11:59.601670;2023-07-16 04:13:00.898361;61.296691
4996;Normal;Facturacion;media;2023-07-16 04:12:19.515494;2023-07-16 04:14:33.210836;133.695342
4997;Estandar;Facturacion;media;2023-07-16 04:34:49.162562;2023-07-16 04:37:33.919930;164.757368
4998;Estandar;Facturacion;baja;2023-07-16 04:35:01.329232;2023-07-16 04:42:49.568632;468.2394
4999;Urgente;Informacion;baja;2023-07-16 04:36:20.258459;2023-07-16 04:36:52.339786;32.081327
5000;Normal;Informacion;alta;2023-07-16 04:47:14.834431;2023-07-16 04:48:46.726802;91.892371
5001;Urgente;Queja;baja;2023-07-16 04:51:56.264318;2023-07-16 04:52:51.122944;54.858626
5002;Estandar;Queja;baja;2023-07-16 04:52:09.326080;2023-07-16 04:54:43.449097;154.123017
5003;Normal;Informacion;alta;2023-07-16 05:03:33.433057;2023-07-16 05:09:38.997267;365.56421
5004;Normal;Queja;media;2023-07-16 05:04:16.847740;2023-07-16 05:05:16.925649;60.077909
5005;Urgente;Queja;alta;2023-07-16 05:11:28.589643;2023-07-16 05:21:16.123342;587.533699
5006;Normal;Falla;alta;2023-07-16 05:11:37.862910;2023-07-16 05:22:08.448358;630.585448
5007;Normal;Facturacion;media;2023-07-16 05:16:09.553762;2023-07-16 05:23:40.955184;451.401422
5008;Estandar;Informacion;media;2023-07-16 05:17:14.435779;2023-07-16 05:19:33.759795;139.324016
5009;Normal;Queja;media;2023-07-16 05:18:06.304038;2023-07-16 05:30:51.006536;764.702498
5010;Urgente;Queja;media;2023-07-16 05:21:56.612342;2023-07-16 05:22:00.526453;3.914111
5011;Estandar;Falla;alta;2023-07-16 05:22:53.527288;2023-07-16 05:27:57.449260;303.921972
5012;Estandar;Queja;alta;2023-07-16 05:25:39.338639;2023-07-16 05:37:12.982809;693.64417
5013;Estandar;Informacion;media;2023-07-16 05:28:46.113449;2023-07-16 05:37:45.021038;538.907589
5014;Estandar;Informacion;alta;2023-07-16 05:30:54.710802;2023-07-16 05:34:40.005477;225.294675
5015;Urgente;Queja;media;2023-07-16 05:33:58.658720;2023-07-16 05:35:22.906806;84.248086
5016;Urgente;Queja;alta;2023-07-16 05:37:05.077398;2023-07-16 05:41:14.346552;249.269154
5017;Estandar;Falla;baja;2023-07-16 05:37:49.478079;2023-07-16 05:46:36.305104;526.827025
5018;Estandar;Falla;media;2023-07-16 05:42:43.028510;2023-07-16 05:54:19.758254;696.729744
5019;Estandar;Queja;baja;2023-07-16 05:46:46.801916;2023-07-16 05:49:37.314045;170.512129
5020;Normal;Falla;alta;2023-07-16 05:49:04.749793;2023-07-16 05:54:14.532710;309.782917
5021;Estandar;Informacion;baja;2023-07-16 05:53:35.217480;2023-07-16 05:59:39.153289;363.935809
5022;Urgente;Falla;media;2023-07-16 05:55:13.242776;2023-07-16 05:57:52.050412;158.807636
5023;Normal;Informacion;media;2023-07-16 05:57:58.451767;2023-07-16 06:03:32.737917;334.28615
5024;Normal;Falla;media;2023-07-16 06:00:35.672867;2023-07-16 06:01:48.783474;73.110607
5025;Urgente;Falla;alta;2023-07-16 06:03:35.701119;2023-07-16 06:07:52.296316;256.595197
5026;Estandar;Queja;baja;2023-07-16 06:14:44.646377;2023-07-16 06:15:01.470277;16.8239
5027;Normal;Facturacion;media;2023-07-16 06:15:07.185367;2023-07-16 06:19:26.408846;259.223479
5028;Estandar;Informacion;alta;2023-07-16 06:18:08.016087;2023-07-16 06:19:29.643452;81.627365
5029;Normal;Informacion;baja;2023-07-16 06:21:05.194489;2023-07-16 06:24:55.966387;230.771898
5030;Urgente;Falla;baja;2023-07-16 06:22:23.464488;2023-07-16 06:23:51.005887;87.541399
5031;Normal;Facturacion;media;2023-07-16 06:28:59.979089;2023-07-16 06:33:06.514756;246.535667
5032;Estandar;Facturacion;alta;2023-07-16 06:37:08.897411;2023-07-16 06:48:37.717834;688.820423
5033;Normal;Queja;alta;2023-07-16 06:37:16.947334;2023-07-16 06:47:42.412165;625.464831
5034;Estandar;Queja;media;2023-07-16 06:38:41.085494;2023-07-16 06:41:06.254650;145.169156
5035;Urgente;Facturacion;baja;2023-07-16 06:40:38.964248;2023-07-16 06:52:16.471908;697.50766
5036;Normal;Falla;alta;2023-07-16 06:51:40.325667;2023-07-16 07:04:25.060956;764.735289
5037;Normal;Falla;baja;2023-07-16 07:01:13.066903;2023-07-16 07:09:32.451064;499.384161
5038;Normal;Falla;baja;2023-07-16 07:02:38.484002;2023-07-16 07:10:13.659877;455.175875
5039;Urgente;Informacion;media;2023-07-16 07:06:42.881139;2023-07-16 07:11:47.076296;304.195157
5040;Estandar;Falla;alta;2023-07-16 07:10:02.079559;2023-07-16 07:24:14.773762;852.694203
5041;Urgente;Queja;baja;2023-07-16 07:21:12.620528;2023-07-16 07:22:28.457406;75.836878
5042;Urgente;Falla;baja;2023-07-16 07:25:16.428835;2023-07-16 07:26:32.195524;75.766689
5043;Urgente;Queja;alta;2023-07-16 07:25:30.216204;2023-07-16 07:29:30.753018;240.536814
5044;Estandar;Falla;alta;2023-07-16 07:29:05.453572;2023-07-16 07:34:11.844315;306.390743
5045;Estandar;Informacion;baja;2023-07-16 07:29:28.953160;2023-07-16 07:33:18.442665;229.489505
5046;Normal;Informacion;media;2023-07-16 07:45:45.953874;2023-07-16 08:03:31.835637;1065.881763
5047;Urgente;Informacion;baja;2023-07-16 07:45:49.511416;2023-07-16 07:46:15.063404;25.551988
5048;Urgente;Queja;baja;2023-07-16 07:50:16.533318;2023-07-16 07:54:00.688457;224.155139
5049;Urgente;Facturacion;baja;2023-07-16 07:51:37.546522;2023-07-16 07:54:31.022644;173.476122
5050;Estandar;Queja;media;2023-07-16 07:52:12.054532;2023-07-16 07:55:40.401174;208.346642
5051;Normal;Falla;alta;2023-07-16 07:54:12.165301;2023-07-16 07:56:29.368128;137.202827
5052;Normal;Facturacion;baja;2023-07-16 07:54:50.875148;2023-07-16 07:57:09.352944;138.477796
5053;Normal;Falla;baja;2023-07-16 07:59:05.801397;2023-07-16 08:03:08.082130;242.280733
5054;Estandar;Falla;baja;2023-07-16 07:59:42.362485;2023-07-16 08:00:47.787560;65.425075
5055;Normal;Facturacion;alta;2023-07-16 08:02:08.264939;2023-07-16 08:04:41.679704;153.414765
5056;Normal;Queja;media;2023-07-16 08:02:42.615876;2023-07-16 08:14:19.399148;696.783272
5057;Normal;Queja;alta;2023-07-16 08:04:26.862854;2023-07-16 08:06:34.926149;128.063295
5058;Normal;Queja;alta;2023-07-16 08:10:41.980397;2023-07-16 08:10:49.425576;7.445179
5059;Urgente;Facturacion;baja;2023-07-16 08:16:18.420412;2023-07-16 08:25:05.971493;527.551081
5060;Estandar;Facturacion;baja;2023-07-16 08:27:51.260548;2023-07-16 08:39:01.582904;670.322356
5061;Urgente;Facturacion;baja;2023-07-16 08:29:32.424089;2023-07-16 08:37:40.872103;488.448014
5062;Normal;Facturacion;baja;2023-07-16 08:29:32.625162;2023-07-16 08:29:41.616433;8.991271
5063;Normal;Informacion;media;2023-07-16 08:38:26.220344;2023-07-16 08:43:38.123502;311.903158
5064;Urgente;Falla;media;2023-07-16 08:41:47.352606;2023-07-16 08:45:19.189181;211.836575
5065;Estandar;Falla;media;2023-07-16 08:48:02.164904;2023-07-16 08:55:58.672021;476.507117
5066;Urgente;Queja;media;2023-07-16 08:48:16.337747;2023-07-16 08:53:48.998544;332.660797
5067;Urgente;Falla;baja;2023-07-16 08:50:00.602033;2023-07-16 08:50:13.992438;13.390405
5068;Estandar;Facturacion;media;2023-07-16 08:52:01.286777;2023-07-16 08:57:04.687236;303.400459
5069;Urgente;Informacion;alta;2023-07-16 08:52:40.021659;2023-07-16 08:56:43.707307;243.685648
5070;Estandar;Facturacion;alta;2023-07-16 09:06:58.466392;2023-07-16 09:07:48.047762;49.58137
5071;Estandar;Facturacion;media;2023-07-16 09:09:16.305715;2023-07-16 09:14:50.249156;333.943441
5072;Normal;Informacion;media;2023-07-16 09:26:53.682792;2023-07-16 09:31:05.704578;252.021786
5073;Normal;Informacion;baja;2023-07-16 09:27:42.802337;2023-07-16 09:41:39.302222;836.499885
5074;Estandar;Informacion;baja;2023-07-16 09:29:57.693769;2023-07-16 09:39:45.175327;587.481558
5075;Urgente;Falla;media;2023-07-16 09:34:03.430122;2023-07-16 09:34:15.662382;12.23226
5076;Estandar;Informacion;alta;2023-07-16 09:38:27.070585;2023-07-16 09:46:11.811927;464.741342
5077;Urgente;Facturacion;alta;2023-07-16 09:38:33.106310;2023-07-16 09:50:01.438665;688.332355
5078;Estandar;Falla;alta;2023-07-16 09:38:37.433548;2023-07-16 09:39:38.080720;60.647172
5079;Urgente;Queja;media;2023-07-16 09:38:58.464364;2023-07-16 09:38:58.602211;0.137847
5080;Normal;Informacion;alta;2023-07-16 09:39:10.254555;2023-07-16 09:44:00.316332;290.061777
5081;Normal;Facturacion;alta;2023-07-16 09:39:15.551995;2023-07-16 09:43:30.757368;255.205373
5082;Normal;Facturacion;baja;2023-07-16 09:53:47.414493;2023-07-16 09:58:56.183916;308.769423
5083;Estandar;Queja;alta;2023-07-16 09:58:18.535204;2023-07-16 10:12:33.609345;855.074141
5084;Urgente;Informacion;media;2023-07-16 10:00:41.014929;2023-07-16 10:06:08.513284;327.498355
5085;Urgente;Falla;baja;2023-07-16 10:06:34.509372;2023-07-16 10:08:56.345785;141.836413
5086;Estandar;Informacion;baja;2023-07-16 10:07:03.964121;2023-07-16 10:08:38.210998;94.246877
5087;Estandar;Falla;alta;2023-07-16 10:07:31.934854;2023-07-16 10:09:11.545632;99.610778
5088;Estandar;Falla;baja;2023-07-16 10:15:28.520221;2023-07-16 10:20:03.539611;275.01939
5089;Estandar;Falla;alta;2023-07-16 10:16:45.529213;2023-07-16 10:20:41.852302;236.323089
5090;Estandar;Queja;alta;2023-07-16 10:27:15.835563;2023-07-16 10:30:26.521298;190.685735
5091;Urgente;Informacion;baja;2023-07-16 10:30:39.892282;2023-07-16 10:35:59.292590;319.400308
5092;Normal;Facturacion;baja;2023-07-16 10:31:02.148130;2023-07-16 10:31:30.597439;28.449309
5093;Normal;Informacion;alta;2023-07-16 10:31:16.354888;2023-07-16 10:31:35.848923;19.494035
5094;Estandar;Informacion;media;2023-07-16 10:39:56.048152;2023-07-16 10:42:53.285954;177.237802
5095;Estandar;Queja;media;2023-07-16 10:41:39.723691;2023-07-16 10:41:45.069533;5.345842
5096;Estandar;Facturacion;alta;2023-07-16 10:45:21.057490;2023-07-16 10:45:47.717715;26.660225
5097;Estandar;Falla;media;2023-07-16 10:56:04.597398;2023-07-16 11:01:07.184732;302.587334
5098;Urgente;Falla;media;2023-07-16 11:00:04.785699;2023-07-16 11:04:49.577404;284.791705
5099;Urgente;Falla;baja;2023-07-16 11:00:45.774341;2023-07-16 11:02:03.662708;77.888367
5100;Normal;Queja;baja;2023-07-16 11:04:10.265290;2023-07-16 11:05:20.866995;70.601705
5101;Normal;Queja;baja;2023-07-16 11:06:14.985234;2023-07-16 11:07:43.792050;88.806816
5102;Urgente;Facturacion;alta;2023-07-16 11:10:27.622050;2023-07-16 11:12:04.374518;96.752468
5103;Estandar;Facturacion;media;2023-07-16 11:12:21.744718;2023-07-16 11:12:55.179289;33.434571
5104;Estandar;Falla;alta;2023-07-16 11:15:38.812659;2023-07-16 11:16:00.180653;21.367994
5105;Normal;Facturacion;alta;2023-07-16 11:15:43.720303;2023-07-16 11:22:16.781767;393.061464
5106;Urgente;Queja;media;2023-07-16 11:21:21.769650;2023-07-16 11:23:20.059026;118.289376
5107;Urgente;Queja;media;2023-07-16 11:23:40.469692;2023-07-16 11:35:31.254281;710.784589
5108;Estandar;Facturacion;baja;2023-07-16 11:30:30.751455;2023-07-16 11:36:47.473487;376.722032
5109;Normal;Informacion;baja;2023-07-16 11:31:25.717314;2023-07-16 11:33:50.862491;145.145177
5110;Normal;Queja;media;2023-07-16 11:31:57.472538;2023-07-16 11:35:21.874127;204.401589
5111;Urgente;Queja;alta;2023-07-16 11:33:52.243560;2023-07-16 11:34:44.689164;52.445604
5112;Urgente;Queja;alta;2023-07-16 11:40:35.345219;2023-07-16 11:50:06.738204;571.392985
5113;Estandar;Falla;alta;2023-07-16 11:44:14.319711;2023-07-16 11:54:28.526354;614.206643
5114;Normal;Facturacion;baja;2023-07-16 11:44:51.043097;2023-07-16 11:45:58.469445;67.426348
5115;Urgente;Falla;baja;2023-07-16 11:46:29.989632;2023-07-16 11:49:43.870052;193.88042
5116;Estandar;Queja;baja;2023-07-16 11:50:24.264765;2023-07-16 11:56:04.326054;340.061289
5117;Urgente;Informacion;baja;2023-07-16 11:55:26.958250;2023-07-16 12:05:07.662439;580.704189
5118;Estandar;Falla;media;2023-07-16 12:04:03.564097;2023-07-16 12:11:00.666317;417.10222
5119;Normal;Facturacion;alta;2023-07-16 12:07:51.198750;2023-07-16 12:09:08.088079;76.889329
5120;Urgente;Facturacion;media;2023-07-16 12:09:01.926361;2023-07-16 12:14:27.900055;325.973694
5121;Estandar;Facturacion;media;2023-07-16 12:19:28.053614;2023-07-16 12:23:15.720087;227.666473
5122;Estandar;Queja;media;2023-07-16 12:24:03.610381;2023-07-16 12:31:47.610646;464.000265
5123;Normal;Facturacion;alta;2023-07-16 12:27:12.517347;2023-07-16 12:32:52.345416;339.828069
5124;Estandar;Informacion;alta;2023-07-16 12:28:51.020059;2023-07-16 12:35:02.723857;371.703798
5125;Urgente;Facturacion;alta;2023-07-16 12:32:17.577413;2023-07-16 12:35:28.846490;191.269077
5126;Estandar;Facturacion;media;2023-07-16 12:34:30.715070;2023-07-16 12:40:08.084959;337.369889
5127;Normal;Queja;baja;2023-07-16 12:39:07.707402;2023-07-16 12:44:04.542476;296.835074
5128;Normal;Queja;alta;2023-07-16 12:43:56.027358;2023-07-16 12:44:49.245750;53.218392
5129;Normal;Queja;baja;2023-07-16 12:45:21.599056;2023-07-16 12:45:57.800811;36.201755
5130;Normal;Falla;media;2023-07-16 12:54:13.133599;2023-07-16 13:02:33.272228;500.138629
5131;Urgente;Falla;baja;2023-07-16 12:57:47.540510;2023-07-16 12:57:54.307408;6.766898
5132;Estandar;Informacion;alta;2023-07-16 12:59:34.932394;2023-07-16 13:02:13.421950;158.489556
5133;Normal;Queja;alta;2023-07-16 13:07:24.107887;2023-07-16 13:07:36.769770;12.661883
5134;Estandar;Queja;baja;2023-07-16 13:08:29.991183;2023-07-16 13:12:31.495637;241.504454
5135;Estandar;Queja;media;2023-07-16 13:09:41.144268;2023-07-16 13:16:25.519653;404.375385
5136;Normal;Informacion;baja;2023-07-16 13:13:04.626255;2023-07-16 13:21:35.570518;510.944263
5137;Normal;Facturacion;alta;2023-07-16 13:14:48.110522;2023-07-16 13:17:01.524370;133.413848
5138;Urgente;Queja;media;2023-07-16 13:19:58.999724;2023-07-16 13:22:23.521367;144.521643
5139;Normal;Informacion;alta;2023-07-16 13:29:24.841565;2023-07-16 13:40:28.478765;663.6372
5140;Urgente;Facturacion;media;2023-07-16 13:30:30.963518;2023-07-16 13:34:43.719427;252.755909
5141;Urgente;Facturacion;media;2023-07-16 13:33:34.295799;2023-07-16 13:38:52.746771;318.450972
5142;Urgente;Informacion;alta;2023-07-16 13:35:03.056069;2023-07-16 13:35:21.948628;18.892559
5143;Normal;Facturacion;alta;2023-07-16 13:39:40.234608;2023-07-16 13:51:42.610239;722.375631
5144;Normal;Facturacion;baja;2023-07-16 13:39:59.409132;2023-07-16 13:43:03.011275;183.602143
5145;Urgente;Queja;alta;2023-07-16 13:40:36.223072;2023-07-16 13:45:57.698637;321.475565
5146;Estandar;Queja;baja;2023-07-16 13:51:27.388430;2023-07-16 13:59:00.741999;453.353569
5147;Normal;Facturacion;media;2023-07-16 13:54:13.182501;2023-07-16 13:58:21.363737;248.181236
5148;Normal;Informacion;baja;2023-07-16 13:57:00.272706;2023-07-16 13:59:53.900798;173.628092
5149;Urgente;Falla;media;2023-07-16 14:01:13.022899;2023-07-16 14:01:22.906872;9.883973
5150;Estandar;Facturacion;alta;2023-07-16 14:06:15.409442;2023-07-16 14:08:12.923889;117.514447
5151;Urgente;Falla;media;2023-07-16 14:07:01.591464;2023-07-16 14:08:37.166179;95.574715
5152;Normal;Facturacion;baja;2023-07-16 14:26:42.194879;2023-07-16 14:33:49.163777;426.968898
5153;Normal;Informacion;baja;2023-07-16 14:31:45.009721;2023-07-16 14:33:06.476551;81.46683
5154;Normal;Facturacion;alta;2023-07-16 14:35:02.475318;2023-07-16 14:40:01.867961;299.392643
5155;Normal;Informacion;alta;2023-07-16 14:36:28.390419;2023-07-16 14:45:14.414196;526.023777
5156;Urgente;Facturacion;media;2023-07-16 14:37:45.832568;2023-07-16 14:42:40.077856;294.245288
5157;Urgente;Falla;baja;2023-07-16 14:40:56.649774;2023-07-16 14:41:46.109840;49.460066
5158;Urgente;Informacion;media;2023-07-16 14:44:53.010100;2023-07-16 14:49:05.420635;252.410535
5159;Urgente;Falla;media;2023-07-16 14:48:37.717007;2023-07-16 14:51:17.689992;159.972985
5160;Normal;Facturacion;baja;2023-07-16 14:57:26.826551;2023-07-16 14:57:43.956000;17.129449
5161;Estandar;Informacion;alta;2023-07-16 15:01:53.302605;2023-07-16 15:03:24.637738;91.335133
5162;Estandar;Facturacion;media;2023-07-16 15:07:01.958555;2023-07-16 15:09:44.489058;162.530503
5163;Estandar;Informacion;baja;2023-07-16 15:10:38.572302;2023-07-16 15:12:18.527597;99.955295
5164;Urgente;Queja;baja;2023-07-16 15:11:21.010829;2023-07-16 15:11:47.351057;26.340228
5165;Urgente;Informacion;baja;2023-07-16 15:18:42.090354;2023-07-16 15:18:47.880672;5.790318
5166;Normal;Informacion;alta;2023-07-16 15:30:35.436310;2023-07-16 15:31:08.757725;33.321415
5167;Normal;Falla;media;2023-07-16 15:30:39.540935;2023-07-16 15:33:04.058544;144.517609
5168;Estandar;Informacion;alta;2023-07-16 15:31:09.140629;2023-07-16 15:35:49.150337;280.009708
5169;Urgente;Queja;baja;2023-07-16 15:34:46.205563;2023-07-16 15:39:12.272445;266.066882
5170;Urgente;Facturacion;baja;2023-07-16 15:41:06.115325;2023-07-16 15:48:06.698743;420.583418
5171;Estandar;Facturacion;alta;2023-07-16 15:41:18.153946;2023-07-16 15:42:14.389854;56.235908
5172;Urgente;Facturacion;baja;2023-07-16 15:46:45.936809;2023-07-16 15:57:34.986379;649.04957
5173;Estandar;Falla;baja;2023-07-16 15:47:22.437667;2023-07-16 15:48:05.214774;42.777107
5174;Urgente;Falla;baja;2023-07-16 15:54:01.233349;2023-07-16 15:58:30.088110;268.854761
5175;Normal;Facturacion;alta;2023-07-16 15:57:51.909223;2023-07-16 16:00:38.087614;166.178391
5176;Normal;Informacion;baja;2023-07-16 15:59:37.857595;2023-07-16 16:00:14.613240;36.755645
5177;Normal;Falla;baja;2023-07-16 16:00:54.508061;2023-07-16 16:03:37.780222;163.272161
5178;Normal;Falla;alta;2023-07-16 16:01:38.968539;2023-07-16 16:07:01.127237;322.158698
5179;Normal;Falla;media;2023-07-16 16:09:01.963426;2023-07-16 16:14:19.969418;318.005992
5180;Normal;Falla;baja;2023-07-16 16:13:31.330637;2023-07-16 16:13:44.123540;12.792903
5181;Normal;Informacion;media;2023-07-16 16:20:03.125903;2023-07-16 16:24:48.214555;285.088652
5182;Normal;Queja;alta;2023-07-16 16:24:20.620069;2023-07-16 16:27:20.014498;179.394429
5183;Urgente;Falla;media;2023-07-16 16:25:13.021551;2023-07-16 16:33:17.457370;484.435819
5184;Estandar;Facturacion;alta;2023-07-16 16:35:23.139322;2023-07-16 16:40:09.256672;286.11735
5185;Urgente;Queja;baja;2023-07-16 16:36:13.876058;2023-07-16 16:38:16.309024;122.432966
5186;Estandar;Queja;media;2023-07-16 16:40:12.315022;2023-07-16 16:51:31.402684;679.087662
5187;Normal;Facturacion;media;2023-07-16 16:44:09.068289;2023-07-16 16:50:17.747597;368.679308
5188;Estandar;Falla;media;2023-07-16 16:44:16.419022;2023-07-16 16:49:03.257295;286.838273
5189;Normal;Informacion;baja;2023-07-16 16:47:45.122904;2023-07-16 16:52:41.992200;296.869296
5190;Urgente;Falla;baja;2023-07-16 16:51:28.639890;2023-07-16 16:52:07.289453;38.649563
5191;Normal;Falla;media;2023-07-16 16:52:33.133365;2023-07-16 16:56:45.950642;252.817277
5192;Urgente;Facturacion;baja;2023-07-16 16:59:32.685370;2023-07-16 17:02:00.475834;147.790464
5193;Estandar;Facturacion;alta;2023-07-16 17:02:49.806308;2023-07-16 17:05:29.104218;159.29791
5194;Estandar;Facturacion;alta;2023-07-16 17:25:46.407512;2023-07-16 17:32:15.803405;389.395893
5195;Estandar;Queja;alta;2023-07-16 17:27:35.303638;2023-07-16 17:29:10.824628;95.52099
5196;Normal;Facturacion;baja;2023-07-16 17:35:10.408035;2023-07-16 17:35:44.062228;33.654193
5197;Normal;Queja;media;2023-07-16 17:39:13.099364;2023-07-16 17:44:33.556483;320.457119
5198;Estandar;Queja;media;2023-07-16 17:43:37.895397;2023-07-16 17:48:08.028226;270.132829
5199;Urgente;Falla;baja;2023-07-16 17:52:48.467773;2023-07-16 18:00:13.103312;444.635539
5200;Estandar;Informacion;media;2023-07-16 17:53:26.934978;2023-07-16 17:54:12.271452;45.336474
5201;Urgente;Facturacion;baja;2023-07-16 17:55:15.612901;2023-07-16 18:04:28.290381;552.67748
5202;Urgente;Facturacion;alta;2023-07-16 18:06:52.021152;2023-07-16 18:07:35.798090;43.776938
5203;Estandar;Informacion;baja;2023-07-16 18:08:54.132033;2023-07-16 18:20:03.479612;669.347579
5204;Estandar;Falla;alta;2023-07-16 18:17:48.087913;2023-07-16 18:19:25.500276;97.412363
5205;Estandar;Facturacion;media;2023-07-16 18:21:49.331047;2023-07-16 18:26:01.984540;252.653493
5206;Normal;Informacion;media;2023-07-16 18:25:19.152277;2023-07-16 18:28:47.086273;207.933996
5207;Estandar;Informacion;alta;2023-07-16 18:25:42.213635;2023-07-16 18:29:41.380854;239.167219
